Customer,Date,Document Number,SFCC Create WO,Item: Name,Item: Display Name,Quantity,Amount (Net)
CUST466 Default SFCC Customer,5/18/2025,SO0108054,No,S001993,Chebeague Weekender,1,233.75
CUST466 Default SFCC Customer,5/18/2025,SO0108054,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/18/2025,SO0108055,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/18/2025,SO0108055,No,S004980,Tuna Wristlet,1,22.5
CUST466 Default SFCC Customer,5/18/2025,SO0108055,No,V000205CP-3009,Tote Large Vintage with Clasp and Hanging Pocket,1,250
CUST466 Default SFCC Customer,5/18/2025,SO0108056,No,S002161ZP,White-on-Navy Sand Dollar Large Tote with Zip Top and Hanging Pocket,1,225
CUST466 Default SFCC Customer,5/18/2025,SO0108056,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/18/2025,SO0108057,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/18/2025,SO0108057,No,S003207,Multicolor Nautilus Slim Crossbody,1,63.75
CUST466 Default SFCC Customer,5/18/2025,SO0108058,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/18/2025,SO0108058,No,S004975,Wavy Seas Wristlet,1,25.5
CUST466 Default SFCC Customer,5/18/2025,SO0108059,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/18/2025,SO0108059,No,S004287,Tote Medium Blue Sea Urchins,1,131.25
CUST466 Default SFCC Customer,5/18/2025,SO0108060,No,S003905,Tote Medium Multicolor Octopus,1,148.75
CUST466 Default SFCC Customer,5/18/2025,SO0108060,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/18/2025,SO0108061,No,S005272,Multicolor Nautilus Cosmetic Bag,1,50
CUST466 Default SFCC Customer,5/18/2025,SO0108061,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/18/2025,SO0108061,No,S004854,Multicolor Nautilus Convertible Bucket Bag,1,101.25
CUST466 Default SFCC Customer,5/18/2025,SO0108062,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/18/2025,SO0108062,No,S002794,Grey Mariner Stripe Slim Crossbody Bag,1,75
CUST466 Default SFCC Customer,5/18/2025,SO0108062,No,S004752,Regatta Stripe Race Wristlet,1,22.5
CUST466 Default SFCC Customer,5/18/2025,SO0108063,No,S005258,2025 Graduation Wristlet Navy,1,30
CUST466 Default SFCC Customer,5/18/2025,SO0108064,No,S005258,2025 Graduation Wristlet Navy,1,30
CUST466 Default SFCC Customer,5/18/2025,SO0108064,Yes,S003305,Chebeague Duffel Navy Custom,1,250
CUST466 Default SFCC Customer,5/18/2025,SO0108065,No,S005333,Navy Anchor Belt Bag,1,65
CUST466 Default SFCC Customer,5/18/2025,SO0108066,No,S002262,Navy Anchor Beverage Bucket Bag,1,75
CUST466 Default SFCC Customer,5/18/2025,SO0108067,No,S002797C,Handbag Stripe Gold on Grey Mariner Print with Clasp,1,170
CUST466 Default SFCC Customer,5/18/2025,SO0108068,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/18/2025,SO0108068,No,S003209,Breton Stripe White Anchor Medium Tote,1,148.75
CUST466 Default SFCC Customer,5/18/2025,SO0108069,No,S004952C,Sunflower Handbag,1,150
CUST466 Default SFCC Customer,5/18/2025,SO0108069,No,S005286,Cure Pink Lobster Wristlet,1,30
CUST466 Default SFCC Customer,5/18/2025,SO0108069,No,S004830,Sunflower Wristlet,1,30
CUST466 Default SFCC Customer,5/18/2025,SO0108070,No,T003422,Square Knot Bracelet - Navy - Medium,1,28
CUST466 Default SFCC Customer,5/18/2025,SO0108071,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/18/2025,SO0108071,No,S001723,Red Mariner Stripe Beverage Bucket,1,63.75
CUST466 Default SFCC Customer,5/18/2025,SO0108071,No,S002262,Navy Anchor Beverage Bucket Bag,1,63.75
CUST466 Default SFCC Customer,5/18/2025,SO0108072,No,S004752,Regatta Stripe Race Wristlet,1,20.57
CUST466 Default SFCC Customer,5/18/2025,SO0108072,No,S004832,Cabana Stripe Slim Crossbody,1,51.43
CUST466 Default SFCC Customer,5/18/2025,SO0108072,No,S003208,Rose Gold-on-Navy Mariner Stripe Slim Crossbody Bag,2,137.14
CUST466 Default SFCC Customer,5/18/2025,SO0108072,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/18/2025,SO0108072,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/18/2025,SO0108072,No,S004154,Wristlet Large Blue Stripe Print,1,30.86
CUST466 Default SFCC Customer,5/18/2025,SO0108073,No,S004432,Emerald Coast Map Beverage Bucket,1,56.25
CUST466 Default SFCC Customer,5/18/2025,SO0108073,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/18/2025,SO0108074,No,S005294,Navy Mariner Stripe Chebeague Crossbody,1,150
CUST466 Default SFCC Customer,5/18/2025,SO0108075,No,APPL0044,Applique | Stripe | 3.75x28 | Navy |,1,0
CUST466 Default SFCC Customer,5/18/2025,SO0108075,No,APPL0121,Applique | Stripe | 3.75x28 | Red |,1,0
CUST466 Default SFCC Customer,5/18/2025,SO0108075,No,HNDL0047,"Sub-Assembly | Spliced Handle | Hemp Rope | 1/2"" | 105""|",1,0
CUST466 Default SFCC Customer,5/18/2025,SO0108075,Yes,S004452,Custom Monogram Vertical Stripe Duffel,1,235
CUST466 Default SFCC Customer,5/18/2025,SO0108075,No,APPL0178,Applique | CV | Monogram | 2x3.25 | Navy |,1,0
CUST466 Default SFCC Customer,5/18/2025,SO0108075,No,HNDL0033,"Sub-Assembly | Shoulder Strap | Natural 2"" Webbing | Nickel Trim",1,0
CUST466 Default SFCC Customer,5/18/2025,SO0108076,No,T004040,"Signal Flags Dog Collar 1.25""",1,34
CUST466 Default SFCC Customer,5/18/2025,SO0108077,No,S004976,Great Blue Heron Wristlet,1,30
CUST466 Default SFCC Customer,5/18/2025,SO0108078,No,S004958,Sunflower Slim Crossbody,1,75
CUST466 Default SFCC Customer,5/18/2025,SO0108079,No,S004832,Cabana Stripe Slim Crossbody,1,56.25
CUST466 Default SFCC Customer,5/18/2025,SO0108079,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/18/2025,SO0108080,No,S000199ZP,Navy Anchor Large Tote Hemp Rope with Zip Top and Hanging Pocket,1,199.75
CUST466 Default SFCC Customer,5/18/2025,SO0108080,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/18/2025,SO0108081,No,HNDL0014,"Sub-Assembly | Spliced Handle | White Rope | 1/2"" | 125""|",1,0
CUST466 Default SFCC Customer,5/18/2025,SO0108081,Yes,S003317,Custom Monogram Tote Large,1,210
CUST466 Default SFCC Customer,5/18/2025,SO0108081,No,APPL0299,Applique | CV | Monogram | Center | Royal |,1,0
CUST466 Default SFCC Customer,5/18/2025,SO0108081,No,ADDS0025,Add | Closure | CV | Large Tote | Zip Top |,1,30
CUST466 Default SFCC Customer,5/18/2025,SO0108081,No,ADDS0021,Add | Hanging Pocket | CV | No Pocket |,1,0
CUST466 Default SFCC Customer,5/18/2025,SO0108082,No,APPL0299,Applique | CV | Monogram | Center | Royal |,1,0
CUST466 Default SFCC Customer,5/18/2025,SO0108082,No,ADDS0021,Add | Hanging Pocket | CV | No Pocket |,1,0
CUST466 Default SFCC Customer,5/18/2025,SO0108082,Yes,S003317,Custom Monogram Tote Large,1,210
CUST466 Default SFCC Customer,5/18/2025,SO0108082,No,ADDS0025,Add | Closure | CV | Large Tote | Zip Top |,1,30
CUST466 Default SFCC Customer,5/18/2025,SO0108082,No,HNDL0014,"Sub-Assembly | Spliced Handle | White Rope | 1/2"" | 125""|",1,0
CUST466 Default SFCC Customer,5/18/2025,SO0108083,No,S004752,Regatta Stripe Race Wristlet,1,22.5
CUST466 Default SFCC Customer,5/18/2025,SO0108083,No,S005258,2025 Graduation Wristlet Navy,1,30
CUST466 Default SFCC Customer,5/18/2025,SO0108083,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/18/2025,SO0108084,No,S005177,Yellow Stripe Essential Handbag,1,80.75
CUST466 Default SFCC Customer,5/18/2025,SO0108084,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/18/2025,SO0108085,No,ADDS0004,Add | Hanging Pkt | Large | Sail  | Stamp |,1,25
CUST466 Default SFCC Customer,5/18/2025,SO0108085,No,HNDL0013,"Sub-Assembly | Spliced Handle | Black Rope | 1/2"" | 125""|",1,0
CUST466 Default SFCC Customer,5/18/2025,SO0108085,Yes,S003301,Custom Boat Name Tote,1,210
CUST466 Default SFCC Customer,5/18/2025,SO0108085,No,ADDS0025,Add | Closure | CV | Large Tote | Zip Top |,1,30
CUST466 Default SFCC Customer,5/18/2025,SO0108085,No,ECUS0005,Custom Text | Custom Visualizer | Print Color | Dark Grey,1,0
CUST466 Default SFCC Customer,5/18/2025,SO0108086,No,S002037,Lobster Pound Beverage Bucket Bag,1,63.75
CUST466 Default SFCC Customer,5/18/2025,SO0108086,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/18/2025,SO0108087,No,ECUS0019,Custom Visualizer | Ecom Custom Design Option | One Side,3,0
CUST466 Default SFCC Customer,5/18/2025,SO0108087,Yes,S000283,Duffel | Full Custom | Navy Rope | Navy Shoulder Strap |,3,780
CUST466 Default SFCC Customer,5/18/2025,SO0108087,No,HNDL0030,"Sub-Assembly | Shoulder Strap | Navy 2"" Webbing | Nickel Trim |",3,0
CUST466 Default SFCC Customer,5/18/2025,SO0108088,No,S002989,Wristlet Large Stripe Rose Gold on Navy Mariner,1,45
CUST466 Default SFCC Customer,5/18/2025,SO0108089,No,S002258,Black on Black Anchor Slim Crossbody Bag,1,75
CUST466 Default SFCC Customer,5/18/2025,SO0108090,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/18/2025,SO0108090,No,S002988CP,Tote Medium Stripe Rose Gold on Navy Mariner Print with Clasp and Hanging Pocket,1,195.5
CUST466 Default SFCC Customer,5/18/2025,SO0108091,No,S003205,Multicolor Lobster Wristlet,1,30
CUST466 Default SFCC Customer,5/18/2025,SO0108091,No,S004834,Multicolor Lobster Slim Crossbody,1,75
CUST466 Default SFCC Customer,5/18/2025,SO0108092,No,S001564C,Octopus Tote Large with Clasp,1,195
CUST466 Default SFCC Customer,5/18/2025,SO0108092,No,S001597,Wharf Tote,1,215
CUST466 Default SFCC Customer,5/18/2025,SO0108093,No,S002258,Black on Black Anchor Slim Crossbody Bag,1,75
CUST466 Default SFCC Customer,5/18/2025,SO0108094,No,S002775CP,White on Navy Sand Dollar Medium Tote with Clasp and Hanging Pocket,1,215
CUST466 Default SFCC Customer,5/18/2025,SO0108094,No,S003183,Wine Bag Sea Glass Print,1,45
CUST466 Default SFCC Customer,5/18/2025,SO0108095,No,S005063,Buffalo Bills Beverage Bucket,1,75
CUST466 Default SFCC Customer,5/18/2025,SO0108096,No,S005277,Swimming Sea Turtles Slim Crossbody,1,75
CUST466 Default SFCC Customer,5/18/2025,SO0108097,No,S004836,Maine Landmarks Beverage Bucket,1,75
CUST466 Default SFCC Customer,5/18/2025,SO0108098,No,ADDS0004,Add | Hanging Pkt | Large | Sail  | Stamp |,1,25
CUST466 Default SFCC Customer,5/18/2025,SO0108098,No,ECUS0015,Custom Text | Custom Visualizer | Print Color | Red,1,0
CUST466 Default SFCC Customer,5/18/2025,SO0108098,Yes,S003319,Custom Monogram Wedding Tote Large,1,210
CUST466 Default SFCC Customer,5/18/2025,SO0108098,No,ADDS0028,Add | Closure | CV | Large Tote | Clasp |,1,15
CUST466 Default SFCC Customer,5/18/2025,SO0108098,No,HNDL0011,"Sub-Assembly | Spliced Handle | Hemp Rope | 1/2"" | 125""|",1,0
CUST466 Default SFCC Customer,5/18/2025,SO0108099,No,S005222,Washington Commanders Belt Bag,1,80
CUST466 Default SFCC Customer,5/18/2025,SO0108100,No,V004696-362,Vintage Wharf Tote,1,250
CUST466 Default SFCC Customer,5/18/2025,SO0108101,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/18/2025,SO0108101,No,S001591,Four Leaf Clover Wine Bag,4,135
CUST466 Default SFCC Customer,5/18/2025,SO0108102,No,S000710-250,Physical Gift Card - $250,1,250
CUST466 Default SFCC Customer,5/18/2025,SO0108103,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/18/2025,SO0108103,No,S004434,Wristlet Small Emerald Coast Map,3,67.5
CUST466 Default SFCC Customer,5/18/2025,SO0108104,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/18/2025,SO0108104,No,S005303,Shipwright Large Wristlet,1,45
CUST466 Default SFCC Customer,5/18/2025,SO0108104,No,S004434,Wristlet Small Emerald Coast Map,1,22.5
CUST466 Default SFCC Customer,5/18/2025,SO0108105,No,S003789CP,Jolly Roger Tote with Clasp and Hanging Pocket,1,235
CUST466 Default SFCC Customer,5/19/2025,SO0108106,No,S003528,Wristlet Small Sea Turtle White on Navy,1,30
CUST466 Default SFCC Customer,5/19/2025,SO0108107,No,S002503,Watercolor Waves Large Cosmetic Bag,1,50
CUST466 Default SFCC Customer,5/19/2025,SO0108107,No,S004154,Wristlet Large Blue Stripe Print,1,33.75
CUST466 Default SFCC Customer,5/19/2025,SO0108107,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/19/2025,SO0108108,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/19/2025,SO0108108,No,S004432,Emerald Coast Map Beverage Bucket,1,56.25
CUST466 Default SFCC Customer,5/19/2025,SO0108109,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/19/2025,SO0108109,No,S002021CP,Golden Retriever Large Tote with Clasp and Hanging Pocket,1,211.5
CUST466 Default SFCC Customer,5/19/2025,SO0108110,No,S002798,Black Anchor on Barnacle Print Convertible Bucket Bag,1,101.25
CUST466 Default SFCC Customer,5/19/2025,SO0108110,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/19/2025,SO0108111,No,S002493,Watercolor Waves Wine Bag,1,33.75
CUST466 Default SFCC Customer,5/19/2025,SO0108111,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/19/2025,SO0108111,No,S003181,Sea Glass Print Convertible Bucket Bag,1,101.25
CUST466 Default SFCC Customer,5/19/2025,SO0108111,No,S004981,Cure Sand Dollar and Stripe Wristlet,1,22.5
CUST466 Default SFCC Customer,5/19/2025,SO0108112,No,S005280,Cure Pink Lobster Medium Tote,1,175
CUST466 Default SFCC Customer,5/19/2025,SO0108112,No,S005286,Cure Pink Lobster Wristlet,1,30
CUST466 Default SFCC Customer,5/19/2025,SO0108114,No,V007023,Vintage Orange Crew Belt Bag,1,65
CUST466 Default SFCC Customer,5/19/2025,SO0108114,No,S001955,Navy Anchor Change Purse,1,15
CUST466 Default SFCC Customer,5/19/2025,SO0108115,No,S003205,Multicolor Lobster Wristlet,1,30
CUST466 Default SFCC Customer,5/19/2025,SO0108116,No,S001563,Anchor Pop Wine Bag,1,45
CUST466 Default SFCC Customer,5/19/2025,SO0108116,No,S001723,Red Mariner Stripe Beverage Bucket,1,75
CUST466 Default SFCC Customer,5/19/2025,SO0108118,No,S002495,White-on-Navy Anchor Large Wristlet,1,45
CUST466 Default SFCC Customer,5/19/2025,SO0108121,No,S005294,Navy Mariner Stripe Chebeague Crossbody,1,150
CUST466 Default SFCC Customer,5/19/2025,SO0108122,No,S001597,Wharf Tote,1,215
CUST466 Default SFCC Customer,5/19/2025,SO0108123,No,S005280,Cure Pink Lobster Medium Tote,1,175
CUST466 Default SFCC Customer,5/19/2025,SO0108127,No,S005332,Dragonskin Ditty Bag,1,29.75
CUST466 Default SFCC Customer,5/19/2025,SO0108127,No,S004298,Fish Print Ditty Bag,2,59.5
CUST466 Default SFCC Customer,5/19/2025,SO0108127,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/19/2025,SO0108127,No,S005232,Chebeague Cosmetic Bag,1,55.25
CUST466 Default SFCC Customer,5/19/2025,SO0108128,No,S004752,Regatta Stripe Race Wristlet,1,22.5
CUST466 Default SFCC Customer,5/19/2025,SO0108128,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/19/2025,SO0108128,No,S004154,Wristlet Large Blue Stripe Print,1,33.75
CUST466 Default SFCC Customer,5/19/2025,SO0108129,No,S005257,2025 Graduation Wristlet Red,30,900
CUST466 Default SFCC Customer,5/19/2025,SO0108131,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/19/2025,SO0108131,No,V007005-310,Vintage Voyager Small Crossbody,1,95
CUST466 Default SFCC Customer,5/19/2025,SO0108131,No,S004287,Tote Medium Blue Sea Urchins,3,393.75
CUST466 Default SFCC Customer,5/19/2025,SO0108133,No,ADDS0021,Add | Hanging Pocket | CV | No Pocket |,1,0
CUST466 Default SFCC Customer,5/19/2025,SO0108133,No,ADDS0028,Add | Closure | CV | Large Tote | Clasp |,1,12.75
CUST466 Default SFCC Customer,5/19/2025,SO0108133,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/19/2025,SO0108133,No,APPL0220,Applique | Stripe | 3.75x28 | Fuchsia |,1,0
CUST466 Default SFCC Customer,5/19/2025,SO0108133,No,APPL0219,Applique | Stripe | 3.75x28 | Dark Grey |,1,0
CUST466 Default SFCC Customer,5/19/2025,SO0108133,No,HNDL0013,"Sub-Assembly | Spliced Handle | Black Rope | 1/2"" | 125""|",1,0
CUST466 Default SFCC Customer,5/19/2025,SO0108133,No,APPL0182,Applique | CV | Monogram | 2x3.25 | Fuchsia |,1,0
CUST466 Default SFCC Customer,5/19/2025,SO0108133,Yes,S003310,Custom Monogram Horizontal Stripe Tote Large,1,178.5
CUST466 Default SFCC Customer,5/19/2025,SO0108134,No,S004506C,Handbag Stripe Rose Gold on Navy Mariner Print with Clasp,1,170
CUST466 Default SFCC Customer,5/19/2025,SO0108136,No,S002781,Red Lobster Claw Tote,1,195
CUST466 Default SFCC Customer,5/19/2025,SO0108137,No,S003210,Breton Stripe White Anchor Wristlet,1,30
CUST466 Default SFCC Customer,5/19/2025,SO0108137,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/19/2025,SO0108137,No,ECUS0016,Custom Text | Custom Visualizer | Print Color | Royal Blue,1,0
CUST466 Default SFCC Customer,5/19/2025,SO0108137,No,HNDL0012,"Sub-Assembly | Spliced Handle | Navy Rope | 1/2"" | 125""|",1,0
CUST466 Default SFCC Customer,5/19/2025,SO0108137,No,ADDS0004,Add | Hanging Pkt | Large | Sail  | Stamp |,1,25
CUST466 Default SFCC Customer,5/19/2025,SO0108137,No,ECUS0012,Custom Text | Custom Visualizer | Print Color | Grey,1,0
CUST466 Default SFCC Customer,5/19/2025,SO0108137,Yes,S004543,Custom Superfan Tote Large,1,210
CUST466 Default SFCC Customer,5/19/2025,SO0108137,No,ADDS0026,Add | Closure | CV | Large Tote | No Closure |,1,0
CUST466 Default SFCC Customer,5/19/2025,SO0108137,No,S004855,Breton Stripe White Anchor Convertible Bucket Bag,1,101.25
CUST466 Default SFCC Customer,5/19/2025,SO0108138,Yes,S003326,Custom Single Letter Tote Large,1,210
CUST466 Default SFCC Customer,5/19/2025,SO0108138,No,ADDS0028,Add | Closure | CV | Large Tote | Clasp |,1,15
CUST466 Default SFCC Customer,5/19/2025,SO0108138,No,HNDL0011,"Sub-Assembly | Spliced Handle | Hemp Rope | 1/2"" | 125""|",1,0
CUST466 Default SFCC Customer,5/19/2025,SO0108138,No,APPL0339,Applique | CV | Single Letter | 7.25x21 | Navy |,1,0
CUST466 Default SFCC Customer,5/19/2025,SO0108138,No,ADDS0021,Add | Hanging Pocket | CV | No Pocket |,1,0
CUST466 Default SFCC Customer,5/19/2025,SO0108138,No,S002495,White-on-Navy Anchor Large Wristlet,1,45
CUST466 Default SFCC Customer,5/19/2025,SO0108140,No,APPL0228,Applique | CV | Monogram | 2x3.25 | Neon Orange |,1,0
CUST466 Default SFCC Customer,5/19/2025,SO0108140,No,HNDL0011,"Sub-Assembly | Spliced Handle | Hemp Rope | 1/2"" | 125""|",1,0
CUST466 Default SFCC Customer,5/19/2025,SO0108140,No,ADDS0027,Add | Closure | CV | Medium Tote | Clasp |,1,15
CUST466 Default SFCC Customer,5/19/2025,SO0108140,Yes,S003311,Custom Monogram Horizontal Stripe Tote Medium,1,190
CUST466 Default SFCC Customer,5/19/2025,SO0108140,No,ADDS0021,Add | Hanging Pocket | CV | No Pocket |,1,0
CUST466 Default SFCC Customer,5/19/2025,SO0108140,No,APPL0044,Applique | Stripe | 3.75x28 | Navy |,2,0
CUST466 Default SFCC Customer,5/19/2025,SO0108141,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,5/19/2025,SO0108141,No,S001955,Navy Anchor Change Purse,1,12.75
CUST466 Default SFCC Customer,5/19/2025,SO0108141,No,S002462,Gold Mermaid Tail and Waves Large Wristlet,1,38.25
CUST466 Default SFCC Customer,5/19/2025,SO0108145,No,S004995,New England Patriots Tailgate Tote,1,250
CUST466 Default SFCC Customer,5/19/2025,SO0108146,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,5/19/2025,SO0108146,No,T002960,Vintage Sailmaker's Hardware,1,10
CUST466 Default SFCC Customer,5/19/2025,SO0108146,No,S004434,Wristlet Small Emerald Coast Map,2,45
CUST466 Default SFCC Customer,5/19/2025,SO0108147,No,ECUS0019,Custom Visualizer | Ecom Custom Design Option | One Side,1,0
CUST466 Default SFCC Customer,5/19/2025,SO0108147,No,ADDS0024,Add | Closure | CV | Medium Tote | Zip Top |,1,30
CUST466 Default SFCC Customer,5/19/2025,SO0108147,Yes,S990011,Tote | Full Custom | Medium | White Rope |,1,225
CUST466 Default SFCC Customer,5/19/2025,SO0108147,No,ADDS0032,Add | Tote | Medium | Interior Pockets | Hanging Pocket |,1,25
CUST466 Default SFCC Customer,5/19/2025,SO0108148,No,S005274,Blue Nautilus Print Essential Handbag,1,95
CUST466 Default SFCC Customer,5/19/2025,SO0108148,No,V007006-252,Vintage Voyager Medium Crossbody,1,125
